title,type,year,genre,idOwner
Frog Story,Short,1972,Fantasy,tt0068614
Dívka na kosteti,Movie,1972,Fantasy,tt0067464
Majstor i Margarita,Movie,1972,Fantasy,tt0068894
De avonturen van Alice in Wonderland,Movie,1972,Fantasy,tt0068190
Kadoyng,Movie,1972,Fantasy,tt0068791
Kagaku ninja tai Gatchaman,TV Series,1972,Fantasy,tt0068792
Blacula,Movie,1972,Fantasy,tt0068284
La cicatrice intérieure,Movie,1972,Fantasy,tt0068380
Lucifer Rising,Short,1972,Fantasy,tt0066019
Journey Back to Oz,Movie,1972,Fantasy,tt0067280
Frog Story,Short,1972,Fantasy,tt0068614
Dívka na kosteti,Movie,1972,Fantasy,tt0067464
Majstor i Margarita,Movie,1972,Fantasy,tt0068894
De avonturen van Alice in Wonderland,Movie,1972,Fantasy,tt0068190
Kadoyng,Movie,1972,Fantasy,tt0068791
Kagaku ninja tai Gatchaman,TV Series,1972,Fantasy,tt0068792
Blacula,Movie,1972,Fantasy,tt0068284
La cicatrice intérieure,Movie,1972,Fantasy,tt0068380
Lucifer Rising,Short,1972,Fantasy,tt0066019
Journey Back to Oz,Movie,1972,Fantasy,tt0067280
Frog Story,Short,1972,Fantasy,tt0068614
Dívka na kosteti,Movie,1972,Fantasy,tt0067464
Majstor i Margarita,Movie,1972,Fantasy,tt0068894
De avonturen van Alice in Wonderland,Movie,1972,Fantasy,tt0068190
Kadoyng,Movie,1972,Fantasy,tt0068791
Kagaku ninja tai Gatchaman,TV Series,1972,Fantasy,tt0068792
Blacula,Movie,1972,Fantasy,tt0068284
La cicatrice intérieure,Movie,1972,Fantasy,tt0068380
Au rendez-vous de la mort joyeuse,Movie,1973,Fantasy,tt0068236
The Evil Touch,TV Series,1973,Fantasy,tt0069580
The Tomorrow People,TV Series,1973,Fantasy,tt0069647
Le Amazzoni - Donne d'amore e di guerra,Movie,1973,Fantasy,tt0069700
Jeannie,TV Series,1973,Fantasy,tt0069596
Ganja & Hess,Movie,1973,Fantasy,tt0068619
Beyond Atlantis,Movie,1973,Fantasy,tt0069783
Zolotye roga,Movie,1973,Fantasy,tt0069544
Veronica,Movie,1973,Fantasy,tt0069458
"The Horror at 37,000 Feet",TV Movie,1973,Fantasy,tt0068715
Au rendez-vous de la mort joyeuse,Movie,1973,Fantasy,tt0068236
The Evil Touch,TV Series,1973,Fantasy,tt0069580
The Tomorrow People,TV Series,1973,Fantasy,tt0069647
Le Amazzoni - Donne d'amore e di guerra,Movie,1973,Fantasy,tt0069700
Jeannie,TV Series,1973,Fantasy,tt0069596
Ganja & Hess,Movie,1973,Fantasy,tt0068619
Beyond Atlantis,Movie,1973,Fantasy,tt0069783
Zolotye roga,Movie,1973,Fantasy,tt0069544
Veronica,Movie,1973,Fantasy,tt0069458
"The Horror at 37,000 Feet",TV Movie,1973,Fantasy,tt0068715
Au rendez-vous de la mort joyeuse,Movie,1973,Fantasy,tt0068236
The Evil Touch,TV Series,1973,Fantasy,tt0069580
The Tomorrow People,TV Series,1973,Fantasy,tt0069647
Le Amazzoni - Donne d'amore e di guerra,Movie,1973,Fantasy,tt0069700
Jeannie,TV Series,1973,Fantasy,tt0069596
Ganja & Hess,Movie,1973,Fantasy,tt0068619
Beyond Atlantis,Movie,1973,Fantasy,tt0069783
Zolotye roga,Movie,1973,Fantasy,tt0069544
Veronica,Movie,1973,Fantasy,tt0069458
"The Horror at 37,000 Feet",TV Movie,1973,Fantasy,tt0068715
Au rendez-vous de la mort joyeuse,Movie,1973,Fantasy,tt0068236
The Evil Touch,TV Series,1973,Fantasy,tt0069580
The Tomorrow People,TV Series,1973,Fantasy,tt0069647
Le Amazzoni - Donne d'amore e di guerra,Movie,1973,Fantasy,tt0069700
Jeannie,TV Series,1973,Fantasy,tt0069596
Ganja & Hess,Movie,1973,Fantasy,tt0068619
Beyond Atlantis,Movie,1973,Fantasy,tt0069783
Zolotye roga,Movie,1973,Fantasy,tt0069544
Veronica,Movie,1973,Fantasy,tt0069458
"The Horror at 37,000 Feet",TV Movie,1973,Fantasy,tt0068715
Volshebnik Izumrudnogo goroda,TV Series,1974,Fantasy,tt0069653
Les gaspards,Movie,1974,Fantasy,tt0070090
Les Chinois à Paris,Movie,1974,Fantasy,tt0069874
Grandeur nature,Movie,1974,Fantasy,tt0070131
Van de andere Kant van het graf,Movie,1974,Fantasy,tt0070078
One Deadly Owner,TV Episode,1974,Fantasy,tt0070480
Dschungelmädchen für zwei Halunken,Movie,1974,Fantasy,tt0070006
Glissements progressifs du plaisir,Movie,1974,Fantasy,tt0070116
Rhinoceros,Movie,1974,Fantasy,tt0070605
Samyy silnyy,Movie,1974,Fantasy,tt0070627
Volshebnik Izumrudnogo goroda,TV Series,1974,Fantasy,tt0069653
Les gaspards,Movie,1974,Fantasy,tt0070090
Les Chinois à Paris,Movie,1974,Fantasy,tt0069874
Grandeur nature,Movie,1974,Fantasy,tt0070131
Van de andere Kant van het graf,Movie,1974,Fantasy,tt0070078
One Deadly Owner,TV Episode,1974,Fantasy,tt0070480
Dschungelmädchen für zwei Halunken,Movie,1974,Fantasy,tt0070006
Glissements progressifs du plaisir,Movie,1974,Fantasy,tt0070116
Rhinoceros,Movie,1974,Fantasy,tt0070605
Samyy silnyy,Movie,1974,Fantasy,tt0070627
Volshebnik Izumrudnogo goroda,TV Series,1974,Fantasy,tt0069653
Les gaspards,Movie,1974,Fantasy,tt0070090
Les Chinois à Paris,Movie,1974,Fantasy,tt0069874
Grandeur nature,Movie,1974,Fantasy,tt0070131
Van de andere Kant van het graf,Movie,1974,Fantasy,tt0070078
One Deadly Owner,TV Episode,1974,Fantasy,tt0070480
Dschungelmädchen für zwei Halunken,Movie,1974,Fantasy,tt0070006
Glissements progressifs du plaisir,Movie,1974,Fantasy,tt0070116
Rhinoceros,Movie,1974,Fantasy,tt0070605
Samyy silnyy,Movie,1974,Fantasy,tt0070627
Volshebnik Izumrudnogo goroda,TV Series,1974,Fantasy,tt0069653
Les gaspards,Movie,1974,Fantasy,tt0070090
Les Chinois à Paris,Movie,1974,Fantasy,tt0069874
Grandeur nature,Movie,1974,Fantasy,tt0070131
Van de andere Kant van het graf,Movie,1974,Fantasy,tt0070078
One Deadly Owner,TV Episode,1974,Fantasy,tt0070480
Dschungelmädchen für zwei Halunken,Movie,1974,Fantasy,tt0070006
Glissements progressifs du plaisir,Movie,1974,Fantasy,tt0070116
Rhinoceros,Movie,1974,Fantasy,tt0070605
Samyy silnyy,Movie,1974,Fantasy,tt0070627
Anderusen dôwa ningyo-hime,Movie,1975,Fantasy,tt0070326
Chorus,Movie,1975,Fantasy,tt0071317
"Ta' det som en mand, frue!",Movie,1975,Fantasy,tt0072247
Elixirul tineretii,Movie,1975,Fantasy,tt0072927
Jai Santoshi Maa,Movie,1975,Fantasy,tt0073191
Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,Movie,1975,Fantasy,tt0071687
Aucassin and Nicolette,Short,1975,Fantasy,tt0072671
The Changes,TV Mini Series,1975,Fantasy,tt0072484
Mr. Sycamore,Movie,1975,Fantasy,tt0071867
The First Christmas: The Story of the First Christmas Snow,TV Movie,1975,Fantasy,tt0073751
Anderusen dôwa ningyo-hime,Movie,1975,Fantasy,tt0070326
Chorus,Movie,1975,Fantasy,tt0071317
"Ta' det som en mand, frue!",Movie,1975,Fantasy,tt0072247
Elixirul tineretii,Movie,1975,Fantasy,tt0072927
Jai Santoshi Maa,Movie,1975,Fantasy,tt0073191
Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,Movie,1975,Fantasy,tt0071687
Aucassin and Nicolette,Short,1975,Fantasy,tt0072671
The Changes,TV Mini Series,1975,Fantasy,tt0072484
Mr. Sycamore,Movie,1975,Fantasy,tt0071867
The First Christmas: The Story of the First Christmas Snow,TV Movie,1975,Fantasy,tt0073751
Anderusen dôwa ningyo-hime,Movie,1975,Fantasy,tt0070326
Chorus,Movie,1975,Fantasy,tt0071317
"Ta' det som en mand, frue!",Movie,1975,Fantasy,tt0072247
Elixirul tineretii,Movie,1975,Fantasy,tt0072927
Jai Santoshi Maa,Movie,1975,Fantasy,tt0073191
Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,Movie,1975,Fantasy,tt0071687
Aucassin and Nicolette,Short,1975,Fantasy,tt0072671
The Changes,TV Mini Series,1975,Fantasy,tt0072484
Mr. Sycamore,Movie,1975,Fantasy,tt0071867
The First Christmas: The Story of the First Christmas Snow,TV Movie,1975,Fantasy,tt0073751
Anderusen dôwa ningyo-hime,Movie,1975,Fantasy,tt0070326
Chorus,Movie,1975,Fantasy,tt0071317
"Ta' det som en mand, frue!",Movie,1975,Fantasy,tt0072247
Elixirul tineretii,Movie,1975,Fantasy,tt0072927
Jai Santoshi Maa,Movie,1975,Fantasy,tt0073191
Jak utopit dr. Mrácka aneb Konec vodníku v Cechách,Movie,1975,Fantasy,tt0071687
Aucassin and Nicolette,Short,1975,Fantasy,tt0072671
The Changes,TV Mini Series,1975,Fantasy,tt0072484
Mr. Sycamore,Movie,1975,Fantasy,tt0071867
The First Christmas: The Story of the First Christmas Snow,TV Movie,1975,Fantasy,tt0073751
Chicago Digest,Short,1960,Comedy,tt0044496
Herr Puntila und sein Knecht Matti,Movie,1960,Comedy,tt0048162
Un americano en Toledo,Movie,1960,Comedy,tt0050120
La rana verde,Movie,1960,Comedy,tt0050885
Una chica de Chicago,Movie,1960,Comedy,tt0051474
Nada menos que un arkángel,Movie,1960,Comedy,tt0051975
Life Is a Circus,Movie,1960,Comedy,tt0051863
Una estrella y dos estrellados,Movie,1960,Comedy,tt0052788
El supermacho,Movie,1960,Comedy,tt0052259
La casa del terror,Movie,1960,Comedy,tt0052679
Chicago Digest,Short,1960,Comedy,tt0044496
Herr Puntila und sein Knecht Matti,Movie,1960,Comedy,tt0048162
Un americano en Toledo,Movie,1960,Comedy,tt0050120
La rana verde,Movie,1960,Comedy,tt0050885
Una chica de Chicago,Movie,1960,Comedy,tt0051474
Nada menos que un arkángel,Movie,1960,Comedy,tt0051975
Life Is a Circus,Movie,1960,Comedy,tt0051863
Una estrella y dos estrellados,Movie,1960,Comedy,tt0052788
El supermacho,Movie,1960,Comedy,tt0052259
La casa del terror,Movie,1960,Comedy,tt0052679
Chicago Digest,Short,1960,Comedy,tt0044496
Herr Puntila und sein Knecht Matti,Movie,1960,Comedy,tt0048162
Un americano en Toledo,Movie,1960,Comedy,tt0050120
La rana verde,Movie,1960,Comedy,tt0050885
Una chica de Chicago,Movie,1960,Comedy,tt0051474
Nada menos que un arkángel,Movie,1960,Comedy,tt0051975
Life Is a Circus,Movie,1960,Comedy,tt0051863
Una estrella y dos estrellados,Movie,1960,Comedy,tt0052788
El supermacho,Movie,1960,Comedy,tt0052259
La casa del terror,Movie,1960,Comedy,tt0052679
Chicago Digest,Short,1960,Comedy,tt0044496
Herr Puntila und sein Knecht Matti,Movie,1960,Comedy,tt0048162
Un americano en Toledo,Movie,1960,Comedy,tt0050120
La rana verde,Movie,1960,Comedy,tt0050885
Una chica de Chicago,Movie,1960,Comedy,tt0051474
Nada menos que un arkángel,Movie,1960,Comedy,tt0051975
Life Is a Circus,Movie,1960,Comedy,tt0051863
Una estrella y dos estrellados,Movie,1960,Comedy,tt0052788
El supermacho,Movie,1960,Comedy,tt0052259
La casa del terror,Movie,1960,Comedy,tt0052679
Viva Chihuahua,Movie,1961,Comedy,tt0039965
Fantasmas en la casa,Movie,1961,Comedy,tt0051601
Despedida de soltero,Movie,1961,Comedy,tt0052729
"Adiós, Mimí Pompón",Movie,1961,Comedy,tt0053568
"Don José, Pepe y Pepito",Movie,1961,Comedy,tt0052748
Ce soir ou jamais,Movie,1961,Comedy,tt0053704
Une histoire d'eau,Short,1961,Comedy,tt0052338
El duende y yo,Movie,1961,Comedy,tt0053786
Gli scontenti,Movie,1961,Comedy,tt0053254
Alyoshkina lyubov,Movie,1961,Comedy,tt0053587
Viva Chihuahua,Movie,1961,Comedy,tt0039965
Fantasmas en la casa,Movie,1961,Comedy,tt0051601
Despedida de soltero,Movie,1961,Comedy,tt0052729
"Adiós, Mimí Pompón",Movie,1961,Comedy,tt0053568
"Don José, Pepe y Pepito",Movie,1961,Comedy,tt0052748
Ce soir ou jamais,Movie,1961,Comedy,tt0053704
Une histoire d'eau,Short,1961,Comedy,tt0052338
El duende y yo,Movie,1961,Comedy,tt0053786
Gli scontenti,Movie,1961,Comedy,tt0053254
Alyoshkina lyubov,Movie,1961,Comedy,tt0053587
Viva Chihuahua,Movie,1961,Comedy,tt0039965
Fantasmas en la casa,Movie,1961,Comedy,tt0051601
Despedida de soltero,Movie,1961,Comedy,tt0052729
"Adiós, Mimí Pompón",Movie,1961,Comedy,tt0053568
"Don José, Pepe y Pepito",Movie,1961,Comedy,tt0052748
Ce soir ou jamais,Movie,1961,Comedy,tt0053704
Une histoire d'eau,Short,1961,Comedy,tt0052338
El duende y yo,Movie,1961,Comedy,tt0053786
Gli scontenti,Movie,1961,Comedy,tt0053254
Alyoshkina lyubov,Movie,1961,Comedy,tt0053587
Viva Chihuahua,Movie,1961,Comedy,tt0039965
Fantasmas en la casa,Movie,1961,Comedy,tt0051601
Despedida de soltero,Movie,1961,Comedy,tt0052729
"Adiós, Mimí Pompón",Movie,1961,Comedy,tt0053568
"Don José, Pepe y Pepito",Movie,1961,Comedy,tt0052748
Ce soir ou jamais,Movie,1961,Comedy,tt0053704
Une histoire d'eau,Short,1961,Comedy,tt0052338
El duende y yo,Movie,1961,Comedy,tt0053786
Gli scontenti,Movie,1961,Comedy,tt0053254
Alyoshkina lyubov,Movie,1961,Comedy,tt0053587
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Comedy,tt0053694
Las hijas del Amapolo,Movie,1962,Comedy,tt0053914
Feria en Sevilla,Movie,1962,Comedy,tt0053821
La mentira tiene cabellos rojos,Movie,1962,Comedy,tt0054078
Baron Prásil,Movie,1962,Comedy,tt0054665
Felmegyek a miniszterhez,Movie,1962,Comedy,tt0054871
Canción de juventud,Movie,1962,Comedy,tt0054717
El balcón de la Luna,Movie,1962,Comedy,tt0054657
Los castigadores,Movie,1962,Comedy,tt0054732
La banda de los ocho,Movie,1962,Comedy,tt0054660
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Comedy,tt0053694
Las hijas del Amapolo,Movie,1962,Comedy,tt0053914
Feria en Sevilla,Movie,1962,Comedy,tt0053821
La mentira tiene cabellos rojos,Movie,1962,Comedy,tt0054078
Baron Prásil,Movie,1962,Comedy,tt0054665
Felmegyek a miniszterhez,Movie,1962,Comedy,tt0054871
Canción de juventud,Movie,1962,Comedy,tt0054717
El balcón de la Luna,Movie,1962,Comedy,tt0054657
Los castigadores,Movie,1962,Comedy,tt0054732
La banda de los ocho,Movie,1962,Comedy,tt0054660
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Comedy,tt0053694
Las hijas del Amapolo,Movie,1962,Comedy,tt0053914
Feria en Sevilla,Movie,1962,Comedy,tt0053821
La mentira tiene cabellos rojos,Movie,1962,Comedy,tt0054078
Baron Prásil,Movie,1962,Comedy,tt0054665
Felmegyek a miniszterhez,Movie,1962,Comedy,tt0054871
Canción de juventud,Movie,1962,Comedy,tt0054717
El balcón de la Luna,Movie,1962,Comedy,tt0054657
Los castigadores,Movie,1962,Comedy,tt0054732
La banda de los ocho,Movie,1962,Comedy,tt0054660
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Comedy,tt0053694
Las hijas del Amapolo,Movie,1962,Comedy,tt0053914
Feria en Sevilla,Movie,1962,Comedy,tt0053821
La mentira tiene cabellos rojos,Movie,1962,Comedy,tt0054078
Baron Prásil,Movie,1962,Comedy,tt0054665
Felmegyek a miniszterhez,Movie,1962,Comedy,tt0054871
Canción de juventud,Movie,1962,Comedy,tt0054717
El balcón de la Luna,Movie,1962,Comedy,tt0054657
Los castigadores,Movie,1962,Comedy,tt0054732
La banda de los ocho,Movie,1962,Comedy,tt0054660
Barridos y regados,Movie,1963,Comedy,tt0054667
La casa de los espantos,Movie,1963,Comedy,tt0054730
Flaming Creatures,Movie,1963,Comedy,tt0054880
Esa pícara pelirroja,Movie,1963,Comedy,tt0054856
Mit besten Empfehlungen,Movie,1963,Comedy,tt0055187
Das haben die Mädchen gern,Movie,1963,Comedy,tt0055888
La becerrada,Movie,1963,Comedy,tt0055782
Trampa para Catalina,Movie,1963,Comedy,tt0055541
L'attico,Movie,1963,Comedy,tt0055764
Los derechos de la mujer,Movie,1963,Comedy,tt0055899
Barridos y regados,Movie,1963,Comedy,tt0054667
La casa de los espantos,Movie,1963,Comedy,tt0054730
Flaming Creatures,Movie,1963,Comedy,tt0054880
Esa pícara pelirroja,Movie,1963,Comedy,tt0054856
Mit besten Empfehlungen,Movie,1963,Comedy,tt0055187
Das haben die Mädchen gern,Movie,1963,Comedy,tt0055888
La becerrada,Movie,1963,Comedy,tt0055782
Trampa para Catalina,Movie,1963,Comedy,tt0055541
L'attico,Movie,1963,Comedy,tt0055764
Los derechos de la mujer,Movie,1963,Comedy,tt0055899
Barridos y regados,Movie,1963,Comedy,tt0054667
La casa de los espantos,Movie,1963,Comedy,tt0054730
Flaming Creatures,Movie,1963,Comedy,tt0054880
Esa pícara pelirroja,Movie,1963,Comedy,tt0054856
Mit besten Empfehlungen,Movie,1963,Comedy,tt0055187
Das haben die Mädchen gern,Movie,1963,Comedy,tt0055888
La becerrada,Movie,1963,Comedy,tt0055782
Trampa para Catalina,Movie,1963,Comedy,tt0055541
L'attico,Movie,1963,Comedy,tt0055764
Los derechos de la mujer,Movie,1963,Comedy,tt0055899
Barridos y regados,Movie,1963,Comedy,tt0054667
La casa de los espantos,Movie,1963,Comedy,tt0054730
Flaming Creatures,Movie,1963,Comedy,tt0054880
Esa pícara pelirroja,Movie,1963,Comedy,tt0054856
Mit besten Empfehlungen,Movie,1963,Comedy,tt0055187
Das haben die Mädchen gern,Movie,1963,Comedy,tt0055888
La becerrada,Movie,1963,Comedy,tt0055782
Trampa para Catalina,Movie,1963,Comedy,tt0055541
L'attico,Movie,1963,Comedy,tt0055764
Los derechos de la mujer,Movie,1963,Comedy,tt0055899
La gitana y el charro,Movie,1964,Comedy,tt0047027
The Famous Adventures of Mr. Magoo,TV Series,1964,Comedy,tt0053522
Los dinamiteros,Movie,1964,Comedy,tt0057000
Cherchez l'idole,Movie,1964,Comedy,tt0056927
Cent mille dollars au soleil,Movie,1964,Comedy,tt0056917
Amore in 4 dimensioni,Movie,1964,Comedy,tt0056827
En la mitad del mundo,Movie,1964,Comedy,tt0057032
Les aventures de Salavin,Movie,1964,Comedy,tt0056843
A Tenkes kapitánya,TV Series,1964,Comedy,tt0056789
The Horror of It All,Movie,1964,Comedy,tt0057156
La gitana y el charro,Movie,1964,Comedy,tt0047027
The Famous Adventures of Mr. Magoo,TV Series,1964,Comedy,tt0053522
Los dinamiteros,Movie,1964,Comedy,tt0057000
Cherchez l'idole,Movie,1964,Comedy,tt0056927
Cent mille dollars au soleil,Movie,1964,Comedy,tt0056917
Amore in 4 dimensioni,Movie,1964,Comedy,tt0056827
En la mitad del mundo,Movie,1964,Comedy,tt0057032
Les aventures de Salavin,Movie,1964,Comedy,tt0056843
A Tenkes kapitánya,TV Series,1964,Comedy,tt0056789
The Horror of It All,Movie,1964,Comedy,tt0057156
La gitana y el charro,Movie,1964,Comedy,tt0047027
The Famous Adventures of Mr. Magoo,TV Series,1964,Comedy,tt0053522
Los dinamiteros,Movie,1964,Comedy,tt0057000
Cherchez l'idole,Movie,1964,Comedy,tt0056927
Cent mille dollars au soleil,Movie,1964,Comedy,tt0056917
Amore in 4 dimensioni,Movie,1964,Comedy,tt0056827
En la mitad del mundo,Movie,1964,Comedy,tt0057032
Les aventures de Salavin,Movie,1964,Comedy,tt0056843
A Tenkes kapitánya,TV Series,1964,Comedy,tt0056789
The Horror of It All,Movie,1964,Comedy,tt0057156
La gitana y el charro,Movie,1964,Comedy,tt0047027
The Famous Adventures of Mr. Magoo,TV Series,1964,Comedy,tt0053522
Los dinamiteros,Movie,1964,Comedy,tt0057000
Cherchez l'idole,Movie,1964,Comedy,tt0056927
Cent mille dollars au soleil,Movie,1964,Comedy,tt0056917
Amore in 4 dimensioni,Movie,1964,Comedy,tt0056827
En la mitad del mundo,Movie,1964,Comedy,tt0057032
Les aventures de Salavin,Movie,1964,Comedy,tt0056843
A Tenkes kapitánya,TV Series,1964,Comedy,tt0056789
The Horror of It All,Movie,1964,Comedy,tt0057156
Zip Zip Hooray!,Short,1965,Comedy,tt0056720
Il segreto del vestito rosso,Movie,1965,Comedy,tt0057485
Roadrunner a Go-Go,Short,1965,Comedy,tt0056416
Tickle Me,Movie,1965,Comedy,tt0056585
Umorismo in nero,Movie,1965,Comedy,tt0057615
Halløj i himmelsengen,Movie,1965,Comedy,tt0057807
Pandora and the Magic Box,Movie,1965,Comedy,tt0057399
¡¡Arriba las mujeres!!,Movie,1965,Comedy,tt0057854
The Wild Affair,Movie,1965,Comedy,tt0057685
Amintiri din copilarie,Movie,1965,Comedy,tt0057841
Zip Zip Hooray!,Short,1965,Comedy,tt0056720
Il segreto del vestito rosso,Movie,1965,Comedy,tt0057485
Roadrunner a Go-Go,Short,1965,Comedy,tt0056416
Tickle Me,Movie,1965,Comedy,tt0056585
Umorismo in nero,Movie,1965,Comedy,tt0057615
Halløj i himmelsengen,Movie,1965,Comedy,tt0057807
Pandora and the Magic Box,Movie,1965,Comedy,tt0057399
¡¡Arriba las mujeres!!,Movie,1965,Comedy,tt0057854
The Wild Affair,Movie,1965,Comedy,tt0057685
Amintiri din copilarie,Movie,1965,Comedy,tt0057841
Zip Zip Hooray!,Short,1965,Comedy,tt0056720
Il segreto del vestito rosso,Movie,1965,Comedy,tt0057485
Roadrunner a Go-Go,Short,1965,Comedy,tt0056416
Tickle Me,Movie,1965,Comedy,tt0056585
Umorismo in nero,Movie,1965,Comedy,tt0057615
Halløj i himmelsengen,Movie,1965,Comedy,tt0057807
Pandora and the Magic Box,Movie,1965,Comedy,tt0057399
¡¡Arriba las mujeres!!,Movie,1965,Comedy,tt0057854
The Wild Affair,Movie,1965,Comedy,tt0057685
Amintiri din copilarie,Movie,1965,Comedy,tt0057841
Zip Zip Hooray!,Short,1965,Comedy,tt0056720
Il segreto del vestito rosso,Movie,1965,Comedy,tt0057485
Roadrunner a Go-Go,Short,1965,Comedy,tt0056416
Tickle Me,Movie,1965,Comedy,tt0056585
Umorismo in nero,Movie,1965,Comedy,tt0057615
Halløj i himmelsengen,Movie,1965,Comedy,tt0057807
Pandora and the Magic Box,Movie,1965,Comedy,tt0057399
¡¡Arriba las mujeres!!,Movie,1965,Comedy,tt0057854
The Wild Affair,Movie,1965,Comedy,tt0057685
Amintiri din copilarie,Movie,1965,Comedy,tt0057841
Alazán y enamorado,Movie,1966,Comedy,tt0056816
La mujer de tu prójimo,Movie,1966,Comedy,tt0056260
Los cuatro Juanes,Movie,1966,Comedy,tt0057980
Nuevo en esta plaza,Movie,1966,Comedy,tt0058418
El tragabalas,Movie,1966,Comedy,tt0058676
Acompáñame,Movie,1966,Comedy,tt0058873
Algunas lecciones de amor,Movie,1966,Comedy,tt0058892
Dos meseros majaderos,Movie,1966,Comedy,tt0059119
"Io, io, io.... e gli altri",Movie,1966,Comedy,tt0059318
Bajes in... Bajes uit...,Movie,1966,Comedy,tt0059463
Alazán y enamorado,Movie,1966,Comedy,tt0056816
La mujer de tu prójimo,Movie,1966,Comedy,tt0056260
Los cuatro Juanes,Movie,1966,Comedy,tt0057980
Nuevo en esta plaza,Movie,1966,Comedy,tt0058418
El tragabalas,Movie,1966,Comedy,tt0058676
Acompáñame,Movie,1966,Comedy,tt0058873
Algunas lecciones de amor,Movie,1966,Comedy,tt0058892
Dos meseros majaderos,Movie,1966,Comedy,tt0059119
"Io, io, io.... e gli altri",Movie,1966,Comedy,tt0059318
Bajes in... Bajes uit...,Movie,1966,Comedy,tt0059463
Alazán y enamorado,Movie,1966,Comedy,tt0056816
La mujer de tu prójimo,Movie,1966,Comedy,tt0056260
Los cuatro Juanes,Movie,1966,Comedy,tt0057980
Nuevo en esta plaza,Movie,1966,Comedy,tt0058418
El tragabalas,Movie,1966,Comedy,tt0058676
Acompáñame,Movie,1966,Comedy,tt0058873
Algunas lecciones de amor,Movie,1966,Comedy,tt0058892
Dos meseros majaderos,Movie,1966,Comedy,tt0059119
"Io, io, io.... e gli altri",Movie,1966,Comedy,tt0059318
Bajes in... Bajes uit...,Movie,1966,Comedy,tt0059463
Alazán y enamorado,Movie,1966,Comedy,tt0056816
La mujer de tu prójimo,Movie,1966,Comedy,tt0056260
Los cuatro Juanes,Movie,1966,Comedy,tt0057980
Nuevo en esta plaza,Movie,1966,Comedy,tt0058418
El tragabalas,Movie,1966,Comedy,tt0058676
Acompáñame,Movie,1966,Comedy,tt0058873
Algunas lecciones de amor,Movie,1966,Comedy,tt0058892
Dos meseros majaderos,Movie,1966,Comedy,tt0059119
"Io, io, io.... e gli altri",Movie,1966,Comedy,tt0059318
Bajes in... Bajes uit...,Movie,1966,Comedy,tt0059463
Lo que cuesta vivir...,Movie,1967,Comedy,tt0050651
Una lacrima sul viso,Movie,1967,Comedy,tt0058282
Operación Dalila,Movie,1967,Comedy,tt0058433
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Comedy,tt0058606
De cuerpo presente,Movie,1967,Comedy,tt0059088
Bikini Paradise,Movie,1967,Comedy,tt0058970
El camino de los espantos,Movie,1967,Comedy,tt0059010
Amor a la española,Movie,1967,Comedy,tt0060102
Abbott & Costello,TV Series,1967,Comedy,tt0059962
Aybolit-66,Movie,1967,Comedy,tt0060083
Lo que cuesta vivir...,Movie,1967,Comedy,tt0050651
Una lacrima sul viso,Movie,1967,Comedy,tt0058282
Operación Dalila,Movie,1967,Comedy,tt0058433
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Comedy,tt0058606
De cuerpo presente,Movie,1967,Comedy,tt0059088
Bikini Paradise,Movie,1967,Comedy,tt0058970
El camino de los espantos,Movie,1967,Comedy,tt0059010
Amor a la española,Movie,1967,Comedy,tt0060102
Abbott & Costello,TV Series,1967,Comedy,tt0059962
Aybolit-66,Movie,1967,Comedy,tt0060083
Lo que cuesta vivir...,Movie,1967,Comedy,tt0050651
Una lacrima sul viso,Movie,1967,Comedy,tt0058282
Operación Dalila,Movie,1967,Comedy,tt0058433
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Comedy,tt0058606
De cuerpo presente,Movie,1967,Comedy,tt0059088
Bikini Paradise,Movie,1967,Comedy,tt0058970
El camino de los espantos,Movie,1967,Comedy,tt0059010
Amor a la española,Movie,1967,Comedy,tt0060102
Abbott & Costello,TV Series,1967,Comedy,tt0059962
Aybolit-66,Movie,1967,Comedy,tt0060083
Lo que cuesta vivir...,Movie,1967,Comedy,tt0050651
Una lacrima sul viso,Movie,1967,Comedy,tt0058282
Operación Dalila,Movie,1967,Comedy,tt0058433
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Comedy,tt0058606
De cuerpo presente,Movie,1967,Comedy,tt0059088
Bikini Paradise,Movie,1967,Comedy,tt0058970
El camino de los espantos,Movie,1967,Comedy,tt0059010
Amor a la española,Movie,1967,Comedy,tt0060102
Abbott & Costello,TV Series,1967,Comedy,tt0059962
Aybolit-66,Movie,1967,Comedy,tt0060083
Los ángeles de Puebla,Movie,1968,Comedy,tt0060108
The Lemon Grove Kids Meet the Monsters,Movie,1968,Comedy,tt0059382
La banda del Pecas,Movie,1968,Comedy,tt0060147
L'homme à la Buick,Movie,1968,Comedy,tt0060515
L'uomo dei cinque palloni,Movie,1968,Comedy,tt0059851
Il marito è mio e l'ammazzo quando mi pare,Movie,1968,Comedy,tt0060670
